Company Name,Address,Tagline,Phone,Established,Years with Us,Profile Link
Tex Agencia Srl,"Off. # 1 3rd Floor Arslan Plaza Kotwali Road, Punjab, Faisalabad, Pakistan",,9241-611856,,,https://www.businesslist.pk/company/120007/tex-agencia-srl
TEXTILE PARADIZE,"Ghulam Muhammad Abad, Punjab, Faisalabad, Pakistan",,9241-2639655,,,https://www.businesslist.pk/company/136239/textile-paradize
TEXTILE THINKERS,"103-104, P.O.Box: 495, Punjab, Faisalabad, Pakistan",,9241-2649635 / 2642637 / 2624984 / 2653236,,,https://www.businesslist.pk/company/136243/textile-thinkers
Texto Print Mills (Pvt) Ltd,"Khyaban Colony, Punjab, Faisalabad, Pakistan",,9241-362401-4,,,https://www.businesslist.pk/company/136247/texto-print-mills-pvt-ltd
Textile Point,"P-64, Street-3 Railway Road, Punjab, Faisalabad, Pakistan",,9241-2645777 / 2630666,,,https://www.businesslist.pk/company/136241/textile-point
Tex-Arts,"P-22, Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-734778,,,https://www.businesslist.pk/company/136207/tex-arts
,,,,,,
TFD INTERNATIONAL,"Basement Allied Bank Kotwali Road, Punjab, Faisalabad, Pakistan",,9241-2632511,,,https://www.businesslist.pk/company/136253/tfd-international
Tiwana Enterprises,"R.B.Chanchil Wala Jhang Road, Punjab, Faisalabad, Pakistan",,9241-2577669 / 2577055 / 2577068,,,https://www.businesslist.pk/company/109772/tiwana-enterprises
T.M.Textile Industry,"Chak No. 204/R.B., Punjab, Faisalabad, Pakistan",,9241-753207,,,https://www.businesslist.pk/company/136129/tmtextile-industry
Topchoice,"19-20 Rachna Town No 2, Punjab, Faisalabad, Pakistan",,9241-723980,,,https://www.businesslist.pk/company/91717/topchoice
Trade Impex,"Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-630981/620372,,,https://www.businesslist.pk/company/136303/trade-impex
Umair Weavetex (Pvt) Ltd.,"65-Chenab Market Madina Town, Punjab, Faisalabad, Pakistan",,9241-8716572 / 8713572,,,https://www.businesslist.pk/company/91777/umair-weavetex-pvt-ltd
Umer Textiles,"P-231, P.O.Box: 398, Punjab, Faisalabad, Pakistan",,9241-647566,,,https://www.businesslist.pk/company/91781/umer-textiles
Unique Knitting International Garments (Pvt)Ltd,"Samundri Road, Punjab, Faisalabad, Pakistan",,9241-561429,,,https://www.businesslist.pk/company/91806/unique-knitting-international-garments-pvtltd
UNITED FINISHING MILLS LTD.,"204, The Mall, Punjab, Faisalabad, Pakistan",,9241-111036036 / 2624336,,,https://www.businesslist.pk/company/136362/united-finishing-mills-ltd
UNITEX IMPEX,"Haji Fazal Din PlazaGole Chiniot Bazar, Punjab, Faisalabad, Pakistan",,9241-612492,,,https://www.businesslist.pk/company/120035/unitex-impex
Universal Textiles,"1-Rehman Market, P.O.Box: 805, Punjab, Faisalabad, Pakistan",,9241-2611012 / 2637478 / 2636378,,,https://www.businesslist.pk/company/136381/universal-textiles
Universal Hosiery,"Nazimabad, Punjab, Faisalabad, Pakistan",,9241-715867,,,https://www.businesslist.pk/company/110219/universal-hosiery
Universal Exports,"6-KM. Jhung Road, Punjab, Faisalabad, Pakistan",,9241-2611777 / 2651577,,,https://www.businesslist.pk/company/91826/universal-exports
Vertex Exports,"P-31, Madina Town, Punjab, Faisalabad, Pakistan",,9241-724159,,,https://www.businesslist.pk/company/136410/vertex-exports
Walika International,"P-41-Strt No-2 Karkhana Bazar, Punjab, Faisalabad, Pakistan",,9241-646211,,,https://www.businesslist.pk/company/136440/walika-international
Wasim Nasir,"151 Shadab Colony Jhang Road, Punjab, Faisalabad, Pakistan",,9241-656552,,,https://www.businesslist.pk/company/136456/wasim-nasir
Weltex Industries,"Khaliq House,P-262-265,St. #4 Gate No.1, P.O.Box: 20, Punjab, Faisalabad, Pakistan",,9241-660283,,,https://www.businesslist.pk/company/120059/weltex-industries
WHITE WINGS ENTERPRISES,"7,Liaqat Town, Faisalabad, Pakistan",,(92 41) 2650432,,,https://www.businesslist.pk/company/189524/white-wings-enterprises
WOVEN TEXTILE (PVT) LTD.,"P-122, 2nd FloorKarkhana Bazar, Punjab, Faisalabad, Pakistan",,9241-2695651 / 2639906 / 2620548,,,https://www.businesslist.pk/company/136499/woven-textile-pvt-ltd
YASEEN TEXTILE STORE,"Gulistan Market Railway Road, Punjab, Faisalabad, Pakistan",,9241-2624715,,,https://www.businesslist.pk/company/136518/yaseen-textile-store
,,,,,,
ZAFAR FABRICS (PVT) LTD.,"Chak No.119 J.B(Samana) Sargodha Road, Punjab, Faisalabad, Pakistan",,9241-768079-80,,,https://www.businesslist.pk/company/136553/zafar-fabrics-pvt-ltd
ZAHIDJEE BROTHERS (PVT) LTD.,"Nashtarabad, Punjab, Faisalabad, Pakistan",,9241-2649343 / 2649340 / 2649341 / 2649342,,,https://www.businesslist.pk/company/91993/zahidjee-brothers-pvt-ltd
ZAHID INC.,"Shaikh Mill Store,Railway Road, Faisalabad, Pakistan",,(92 41) 2644526,,,https://www.businesslist.pk/company/196289/zahid-inc
Zaidi Brothers,"Jinnah Colony, Punjab, Faisalabad, Pakistan",,9241-633101,,,https://www.businesslist.pk/company/120075/zaidi-brothers
Zain Cotton (Pvt) Ltd,"3 Km Multan Road Pirmahal, Punjab, Faisalabad, Pakistan",,9241-66666,,,https://www.businesslist.pk/company/136575/zain-cotton-pvt-ltd
Z A International,"Karkhana Bazar, Punjab, Faisalabad, Pakistan",,9241-645731,,,https://www.businesslist.pk/company/136542/z-a-international
Zamzam Weaving and Processing Mills,"Bazar 1 Razabad, Punjab, Faisalabad, Pakistan",,9241-612575,,,https://www.businesslist.pk/company/136600/zamzam-weaving-and-processing-mills
Zaryab International,"16-D,2nd Flr.Shaheed-e-Millat Market,Millat Chowk, Faisalabad, Punjab, Pakistan",,783126,,,https://www.businesslist.pk/company/164429/zaryab-international
ZATEX (PVT) LTD.,"Millat Road P.O.Box 584, Punjab, Faisalabad, Pakistan",,9241-8789715 / 8789712 / 8789713 / 8789714,,,https://www.businesslist.pk/company/136606/zatex-pvt-ltd
Zebu International,"Allama Iqbal Colony, Punjab, Faisalabad, Pakistan",,9241-662651,,,https://www.businesslist.pk/company/136610/zebu-international
Zis Associates,"Office No. 2 Faisal Gardens Market, Sheikhupura Road, Punjab, Faisalabad, Pakistan",,9241-756570,,,https://www.businesslist.pk/company/136627/zis-associates
Z.N.Exports (Pvt) Ltd.,"National Street, Paksitan, Punjab, Faisalabad, Pakistan",,9241-734941-45,,,https://www.businesslist.pk/company/136546/znexports-pvt-ltd
ZUBAIR SONS,"Stree # 1 Montogomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2600067 / 2600065 / 2600068,,,https://www.businesslist.pk/company/136637/zubair-sons
Zunair Khalid Engineering Works,"94, Gulistan Market Railway Road, Punjab, Faisalabad, Pakistan",,9241-2635856 / 4601713,,,https://www.businesslist.pk/company/136638/zunair-khalid-engineering-works
ABBAS ENTERPRISES,"40-Chandni Street Al-Najaf Colony, Punjab, Faisalabad, Pakistan",,9241-8713106,,,https://www.businesslist.pk/company/99109/abbas-enterprises
Ahmed Towel Factory,"Raja Chowk Peoples Colony No.2, Punjab, Faisalabad, Pakistan",,9241-8720264 / 8718682,,,https://www.businesslist.pk/company/132413/ahmed-towel-factory
Al-Barkat International,"Kohinoor Yarn CentreKarkhana Bazar, Punjab, Faisalabad, Pakistan",,9241-2619014,,,https://www.businesslist.pk/company/132479/al-barkat-international
Alghani Towel And Hosiery Store,"Jinnah Colony, Punjab, Faisalabad, Pakistan",,9241-2642946,,,https://www.businesslist.pk/company/132602/alghani-towel-and-hosiery-store
ALLIED VALLEY CHEMICALS,"25, Rex City, Punjab, Faisalabad, Pakistan",,9241-8724260,,,https://www.businesslist.pk/company/99173/allied-valley-chemicals
AL-MOQEET FABRICS,"49-B,Commercial Center,Gulistan Colony #2,Millat Road, Faisalabad, Pakistan",,(92 41) 8848572,,,https://www.businesslist.pk/company/195927/al-moqeet-fabrics
,,,,,,
ASGHAR TEX,"Commercial Centre No.1 Gulistan Colony # 2 Millat Chowk, Punjab, Faisalabad, Pakistan",,9241-8747999,,,https://www.businesslist.pk/company/132811/asghar-tex
BHATTI COTTON INDUSTRY,"6-Sargodha Road,Moorsahil Hospital, Faisalabad, Pakistan",,(92 41) 8845654,,,https://www.businesslist.pk/company/195943/bhatti-cotton-industry
Bismillah Apparel Mechanical Co.,"63/C-2, Jail Road, Punjab, Faisalabad, Pakistan",,9241-2638963,,,https://www.businesslist.pk/company/88606/bismillah-apparel-mechanical-co
BISMILLAH APPAREL MECHANICAL CO,"63/c-2, Model Town, Jail Road, Faisalabad, Pakistan",,(92 41) 2638963,,,https://www.businesslist.pk/company/239156/bismillah-apparel-mechanical-co
CHAUDHRY ENTERPRISES,"Main Sammundri Road Near Mian Petrolium, Punjab, Faisalabad, Pakistan",,9241-8719745,,,https://www.businesslist.pk/company/133115/chaudhry-enterprises
CRESCENT TEXTILE MILLS LTD.,"Sargodha Road, Punjab, Faisalabad, Pakistan",,9241-111105105 / 8786408 / 8786401 / 8782556,,,https://www.businesslist.pk/company/133222/crescent-textile-mills-ltd
Graphics Institute Of Textile Designing,"568-B Peoples Colony #1 Satiana Road, Punjab, Faisalabad, Pakistan",,9241-8545962 / 8540209,,,https://www.businesslist.pk/company/133688/graphics-institute-of-textile-designing
HILAL FABRICS,"B-587,Small Industrial Estate,Sargodha Road, Faisalabad, Pakistan",,(92 41) 8810270,,,https://www.businesslist.pk/company/195957/hilal-fabrics
IAC ENTERPRISES,"Street #6 Munshi Mohalla, Punjab, Faisalabad, Pakistan",,9241-2623535,,,https://www.businesslist.pk/company/133935/iac-enterprises
INTER TEX,"Iman Road,Noorpur,Ali Block,Muslim Town, Faisalabad, Pakistan",,(92 41) 8782792,,,https://www.businesslist.pk/company/195965/inter-tex
M.R. Engineering Works,"Mansoor Abad, Punjab, Faisalabad, Pakistan",,9241-8713922,,,https://www.businesslist.pk/company/134510/mr-engineering-works
PAK RUS TRADERS,"256-F,Gulistan Colony, Faisalabad, Pakistan",,(92 41) 8581893,,,https://www.businesslist.pk/company/196259/pak-rus-traders
RAZZAQ & SONS,"Nazami Chowk Mustafa Abad, Punjab, Faisalabad, Pakistan",,9241-8787256 / 8782432,,,https://www.businesslist.pk/company/107313/razzaqsons
REHMAN FARID FABRICS (PVT) LTD.,"Maqbool Road,Amir Street, Faisalabad, Pakistan",,(92 41) 8721350,,,https://www.businesslist.pk/company/196142/rehman-farid-fabrics-pvt-ltd
R K & Sons,"295-B Peoples Colony No.1, Punjab, Faisalabad, Pakistan",,9241-540562,,,https://www.businesslist.pk/company/90849/r-ksons
SIDHAY MAIN TEXTILE SERVICES,"95A-1st Floor Mahir Sadiqe,Market Railway Road, Faisalabad, Pakistan",,(92 41) 2630113,,,https://www.businesslist.pk/company/196271/sidhay-main-textile-services
S.S. EXPORTS,"577/B Peoples Colony #1 Satiana Road, Punjab, Faisalabad, Pakistan",,9241-8539294,,,https://www.businesslist.pk/company/135553/ss-exports
SUPER ARSHAD POWER LOOM,"Nishatabad, Punjab, Faisalabad, Pakistan",,9241-8754560 / 8754043,,,https://www.businesslist.pk/company/136095/super-arshad-power-loom
SUPER SHAHEEN POWER TOWEL & AUTO LOOMS INDUSTRY,"Infront of Dhobi Ghaat,Mujahdabad Road,Mujahdabad,Saman-Abad, Faisalabad, Pakistan",,(92 41) 2660546,,,https://www.businesslist.pk/company/196191/super-shaheen-power-towelauto-looms-industry
TAWAKKAL IMPEX INTERNATIONAL,"Dhudiawal Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-8713768 / 8713139,,,https://www.businesslist.pk/company/136182/tawakkal-impex-international
,,,,,,
THE GLOBAL SOURCES,"1528-F,Gulistan Colony #1, Faisalabad, Pakistan",,(92 41) 8784885,,,https://www.businesslist.pk/company/196103/the-global-sources
YAQUB ENGINEERING WORKS,"Near Insaf Textile Mills,Maqbool Road, Faisalabad, Pakistan",,(92 41) 8543159,,,https://www.businesslist.pk/company/196287/yaqub-engineering-works
Z.R. FABRICS,"11-KM,Near Pakistan Tobacco Co,Jaranwala Road, Faisalabad",,(92 41) 8740643,,,https://www.businesslist.pk/company/196030/zr-fabrics
Anwaar Textile,"P-227 Yarn Center Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-639090,,,https://www.businesslist.pk/company/132727/anwaar-textile
Decent Export,"Decent Export, 3rd floor, Jalal Plaza, Fsd, Punjab, Faisalabad, Pakistan",,-7775028,,,https://www.businesslist.pk/company/131596/decent-export
Decent Exports,"3rd floor, Jalal Plaza, Fsd, Punjab, Faisalabad, Pakistan",,-7775028,1965 Established,,https://www.businesslist.pk/company/86279/decent-exports
INSAF TEXTILE (PVT) LTD.,"P-55 Maqbool Rd, Batala Colony, Faisalabad, Punjab, Pakistan",,9241-8718157,,,https://www.businesslist.pk/company/134018/insaf-textile-pvt-ltd
Abdullah Textile Industries,"P-376 Ghattan Wali Street Near Samundri Road, P.O. Box: 38000, Faisalabad, Pakistan",,92-41-8716047,,,https://www.businesslist.pk/company/218400/abdullah-textile-industries
H. M. F Enterprises,"H. M. F Enterprises Near Green Town Chowk, Main Millat Road, Faisalabad, P.O. Box: 38000, Punjab, Pakistan",,0092-41-8580313,,,https://www.businesslist.pk/company/209224/h-m-f-enterprises
ISHAQ ENGINEERING WORKS,"Under Bridge Nishatabad Near Khawaja Cotton Mills Sheikhupura Road, Punjab, Faisalabad, Pakistan",,9241-8755818,,,https://www.businesslist.pk/company/134072/ishaq-engineering-works
Mabrook Enterprises,"P-38 Ganaish Mill Road Factory Area, P.O. Box: 38090, Faisalabad, Punjab, Pakistan",,92-41-2638042,,,https://www.businesslist.pk/company/213038/mabrook-enterprises
Okara Corporation(Pvt) Ltd.,"P-44 Karkhana Bazaar, P.O. Box: 38000, Faisalabad, Punjab, Pakistan",,0092-41-2613795,,,https://www.businesslist.pk/company/215302/okara-corporationpvt-ltd
Pak Safety Tex (Promotional Items),"66-foota Bazar, Mansoorabad, P.O. Box: 38060, Faisalabad, Pakistan",,92-41-8711703,,,https://www.businesslist.pk/company/219337/pak-safety-tex-promotional-items
U A International,"Ch, 257 R. B Iqbal Nagar, P.O. Box: 38000, Faisalabad, Pakistan",,92-41-2569902,,,https://www.businesslist.pk/company/216095/u-a-international
U. S Exports,"Street No. 1, Yarn Market, Montgomery Bazar, P.O. Box: 38000, Faisalabad, Pakistan",,92-41-8000836,,,https://www.businesslist.pk/company/216106/u-s-exports
AAA Textile,"Shope, 3, Butt Center, Bano Bazar, Faisal Abad, P.O. Box: 38000, Faisalabad, Punjab, Pakistan",,92-300-6632813,,,https://www.businesslist.pk/company/218262/aaa-textile
AHMAD TEX,"Masha Allah Plaza, 3rd Floor P-21, Street No.2 Karkhana Bazar, Punjab, Faisalabad, Pakistan",,9241-2610699,,,https://www.businesslist.pk/company/132402/ahmad-tex
Al-Aziz Hosiery International,"Gulberg Colony, Punjab, Faisalabad, Pakistan",,9241-2632308,,,https://www.businesslist.pk/company/129928/al-aziz-hosiery-international
FAISAL APPARELS,"363-A, Peoples Colony No.1, Punjab, Faisalabad, Pakistan",,9241-714638,,,https://www.businesslist.pk/company/89033/faisal-apparels
FARAN MARKETING (PVT) LTD.,"Sabir Plaza Off: Aminpur Bazar G.P.O.Box: 303, Punjab, Faisalabad, Pakistan",,9241-2644407 / 2624025,,,https://www.businesslist.pk/company/133474/faran-marketing-pvt-ltd
,,,,,,
Fashion Brid,"Office No. 3 Butt Center Bano Bazar, Faisal Abad, P.O. Box: 38000, Faisalabad, Pakistan",,92-300-6632813,,,https://www.businesslist.pk/company/226178/fashion-brid
Milli Textiles (Pvt) Ltd.,"264-Maqbool Road, Punjab, Faisalabad, Pakistan",,9241-8716477 / 8716475 / 8716476,,,https://www.businesslist.pk/company/134702/milli-textiles-pvt-ltd
Sadaqat Corporation (Pvt) Ltd.,"P-59, Millat Road, Punjab, Faisalabad, Pakistan",,9241-8780894 / 8781793,,,https://www.businesslist.pk/company/135581/sadaqat-corporation-pvt-ltd
SHALIMAR DYES & CHEMICALS (PVT) LTD.,"Gurdwara St. #2 Kutchery Bazar, Punjab, Faisalabad, Pakistan",,9241-2616260 / 2624802 / 2631334 / 2628528,,,https://www.businesslist.pk/company/135867/shalimar-dyeschemicals-pvt-ltd
Zahidjee Textile Mills Limited,"Nashtarabad, Punjab, Faisalabad, Pakistan",,9241-2649340 / 2612925 / 2614190 / 8716955,,,https://www.businesslist.pk/company/136566/zahidjee-textile-mills-limited
AL-WAHAB TRADERS,"Al-Madina Comm.Market Factory Area, Punjab, Faisalabad, Pakistan",,9241-4600091 / 8727939 / 8724313,,,https://www.businesslist.pk/company/132587/al-wahab-traders
NAEEMULLAH CLOTH MERCHANTS,"Maqbool Road, Faisalabad, Punjab, Pakistan",,46819,1988 Established,,https://www.businesslist.pk/company/164282/naeemullah-cloth-merchants
Y-NX COTTON,"6-Sargodha Road, Faisalabad, Pakistan",,(92 41) 8845654,,,https://www.businesslist.pk/company/196028/y-nx-cotton
ZAINAB TEXTILE MILLS LTD.,"P-28, Akram Raza Yarn Market, Punjab, Faisalabad, Pakistan",,9241-4689124 / 4689125,,,https://www.businesslist.pk/company/136581/zainab-textile-mills-ltd
Haseeb Spinning Mills Ltd,"17/Y 103 Madina Town, Punjab, Faisalabad, Pakistan",,9241-736427-736469,,,https://www.businesslist.pk/company/133845/haseeb-spinning-mills-ltd
Sam Traders,"167 MEHAR Sadiq Market,  Railway Road, Faisalabad, Pakistan",,+92-41-8580 414,1998 Established,,https://www.businesslist.pk/company/164775/sam-traders
Advance System Logic,"P5 / A Afshan Colony, Sargodha Road, P.O. Box: 38000, Faisalabad, Pakistan",,92-041-2693964,,,https://www.businesslist.pk/company/218646/advance-system-logic
AKHLAQ FIBERS,"Room, 7 & 8, 1st Floor, Yousaf Manzil, St, 3, Montgomery Bazar, Faisalabad, P.O. Box: 38000, Punjab, Pakistan",,92-41-2630046,,,https://www.businesslist.pk/company/219016/akhlaq-fibers
A.K. Textiles,"1st Floor, Yarn Market, Punjab, Faisalabad, Pakistan",,9241-2632070,,,https://www.businesslist.pk/company/124576/ak-textiles
ANSARI INTERNATIONAL,"1076 / D-Dildar Chowk G. M. Abad, P.O. Box: 38000, Faisalabad, Pakistan",,0092-300-6628696,,,https://www.businesslist.pk/company/220228/ansari-international
ELEGANT TEXTILES,"Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2612924,,,https://www.businesslist.pk/company/133375/elegant-textiles
Friendgroup Inspections Company,"Montgomery Bazar, P.O. Box: 38000, Faisalabad, Punjab, Pakistan",,92-41-2540623,,,https://www.businesslist.pk/company/208201/friendgroup-inspections-company
Gulltex,"Khurram Gull weaving, Jamia Ashrafia St, Sargodha Rd, P.O. Box: 38000, Faisalabad, Punjab, Pakistan",,92-300-9665295,,,https://www.businesslist.pk/company/209167/gulltex
Interloop Pvt Ltd.,"1 Km Khurianwala-jaranwala Road, Faisalabad, Punjab, Pakistan",,92-41-4360400,,,https://www.businesslist.pk/company/210649/interloop-pvt-ltd
Latif Textiles,"855c Small Estate Sargoda Rood, P.O. Box: 38000, Faisalabad, Punjab, Pakistan",,92-41-8868669,,,https://www.businesslist.pk/company/212253/latif-textiles
,,,,,,
Meharban Fabrics (Pvt) Ltd.,"7, Nalka Kohala, Punjab, Faisalabad, Pakistan",,9241-8868890 / 8868210,,,https://www.businesslist.pk/company/134648/meharban-fabrics-pvt-ltd
Nafees Traders,"P227-12a, Yarn Centre, Montgomery Bazar, P.O. Box: 1001, Faisalabad, Punjab, Pakistan",,0092-41-2610150,,,https://www.businesslist.pk/company/214996/nafees-traders
Pro-Web,"Millat Road, Near Ptv Booster Building, Faisalabad, Pakistan",,92-41-8723521,,,https://www.businesslist.pk/company/221611/pro-web
SANTEX FABRICS,"2nd Floor Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2645263 / 2613030,,,https://www.businesslist.pk/company/135699/santex-fabrics
SIGMA TEXTILES (PVT) LTD.,"Factory Area, Punjab, Faisalabad, Pakistan",,9241-2643611 / 2641085 / 2643198,,,https://www.businesslist.pk/company/135949/sigma-textiles-pvt-ltd
TARIQ SATTAR TEXTILE FINISHING MILLS (PVT) LTD.,"Maqbool Road, Punjab, Faisalabad, Pakistan",,9241-8720356,,,https://www.businesslist.pk/company/136171/tariq-sattar-textile-finishing-mills-pvt-ltd
The iDEA Company,"P-104 / A, St-5, Montgomery Bazar, Faisalabad, Pakistan",,92-41-2408508,,,https://www.businesslist.pk/company/215583/the-idea-company
Yms Corporation,"1166-D Madina Chowck G. M Abad, P.O. Box: 38900, Faisalabad, Punjab, Pakistan",,92-41-2691416,,,https://www.businesslist.pk/company/217358/yms-corporation
Zacottex,"Rahim Center, Factory Area, P.O. Box: 38900, Faisalabad, Punjab, Pakistan",,92-41-8005588,,,https://www.businesslist.pk/company/217452/zacottex
ADARA-E-IMTIAZ,"Mian Imtiaz Karim Market Kissan Cotton Factory Area, Punjab, Faisalabad, Pakistan",,9241-2621980 / 2641561,,,https://www.businesslist.pk/company/132355/adara-e-imtiaz
